"mGene","hGene"
"ENSMUSG00000035451","Psun_G000000788"
"ENSMUSG00000035329","Psun_G000000800"
"ENSMUSG00000035597","Psun_G000000753"
"ENSMUSG00000055884","Psun_G000000749"
"ENSMUSG00000020949","Psun_G000000751"
"ENSMUSG00000020986","Psun_G000000792"
"ENSMUSG00000020993","Psun_G000000794"
"ENSMUSG00000035105","Psun_G000000810"
"ENSMUSG00000021010","Psun_G000000811"
"ENSMUSG00000035133","Psun_G000000814"
"ENSMUSG00000054302","Psun_G000000809"
"ENSMUSG00000020956","Psun_G000000815"
"ENSMUSG00000020955","Psun_G000000819"
"ENSMUSG00000061603","Psun_G000000812"
"ENSMUSG00000002688","Psun_G000000826"
"ENSMUSG00000111986","Psun_G000000824"
"ENSMUSG00000089922","Psun_G000000827"
"ENSMUSG00000114167","Psun_G000000828"
"ENSMUSG00000021047","Psun_G000000829"
"ENSMUSG00000074235","Psun_G000000830"
"ENSMUSG00000014905","Psun_G000000836"
"ENSMUSG00000055917","Psun_G000000847"
"ENSMUSG00000035983","Psun_G000000849"
"ENSMUSG00000001627","Psun_G000000850"
"ENSMUSG00000071342","Psun_G000000851"
"ENSMUSG00000002565","Psun_G000000853"
"ENSMUSG00000047446","Psun_G000000854"
"ENSMUSG00000004151","Psun_G000000855"
"ENSMUSG00000036295","Psun_G000000841"
"ENSMUSG00000060121","Psun_G000000793"
"ENSMUSG00000020994","Psun_G000000796"
"ENSMUSG00000036095","Psun_G000000857"
"ENSMUSG00000020581","Psun_G000000868"
"ENSMUSG00000035247","Psun_G000000818"
"ENSMUSG00000113832","Psun_G000000863"
"ENSMUSG00000036169","Psun_G000000862"
"ENSMUSG00000036188","Psun_G000000864"
"ENSMUSG00000047227","Psun_G000000758"
"ENSMUSG00000005656","Psun_G000000760"
"ENSMUSG00000112898","Psun_G000000839"
"ENSMUSG00000056899","Psun_G000000840"
"ENSMUSG00000003970","Psun_G000000873"
"ENSMUSG00000035293","Psun_G000000823"
"ENSMUSG00000036231","Psun_G000000869"
"ENSMUSG00000020954","Psun_G000000820"
"ENSMUSG00000020953","Psun_G000000821"
"ENSMUSG00000020573","Psun_G000000890"
"ENSMUSG00000001225","Psun_G000000879"
"ENSMUSG00000035181","Psun_G000000817"
"ENSMUSG00000020570","Psun_G000000893"
"ENSMUSG00000050103","Psun_G000000858"
"ENSMUSG00000036144","Psun_G000000860"
"ENSMUSG00000043153","Psun_G000000861"
"ENSMUSG00000004698","Psun_G000000874"
"ENSMUSG00000020572","Psun_G000000891"
"ENSMUSG00000085664","Psun_G000000896"
"ENSMUSG00000020590","Psun_G000000872"
"ENSMUSG00000035860","Psun_G000000895"
"ENSMUSG00000020562","Psun_G000000897"
"ENSMUSG00000002900","Psun_G000000877"
"ENSMUSG00000054640","Psun_G000000903"
"ENSMUSG00000024247","Psun_G000000906"
"ENSMUSG00000024246","Psun_G000000901"
"ENSMUSG00000045817","Psun_G000000912"
"ENSMUSG00000024251","Psun_G000000914"
"ENSMUSG00000055817","Psun_G000000909"
"ENSMUSG00000000673","Psun_G000000910"
"ENSMUSG00000020561","Psun_G000000875"
"ENSMUSG00000024254","Psun_G000000919"
"ENSMUSG00000024253","Psun_G000000917"
"ENSMUSG00000040505","Psun_G000000918"
"ENSMUSG00000038805","Psun_G000000926"
"ENSMUSG00000020651","Psun_G000000881"
"ENSMUSG00000020648","Psun_G000000885"
"ENSMUSG00000002996","Psun_G000000888"
"ENSMUSG00000002997","Psun_G000000889"
"ENSMUSG00000020650","Psun_G000000884"
"ENSMUSG00000024134","Psun_G000000927"
"ENSMUSG00000024135","Psun_G000000930"
"ENSMUSG00000045038","Psun_G000000931"
"ENSMUSG00000037689","Psun_G000000935"
"ENSMUSG00000035954","Psun_G000000845"
"ENSMUSG00000024140","Psun_G000000932"
"ENSMUSG00000024120","Psun_G000000920"
"ENSMUSG00000061130","Psun_G000000921"
"ENSMUSG00000024131","Psun_G000000922"
"ENSMUSG00000024127","Psun_G000000925"
"ENSMUSG00000014245","Psun_G000000941"
"ENSMUSG00000024143","Psun_G000000939"
"ENSMUSG00000024146","Psun_G000000940"
"ENSMUSG00000053375","Psun_G000000937"
"ENSMUSG00000036918","Psun_G000000943"
"ENSMUSG00000045394","Psun_G000000947"
"ENSMUSG00000024151","Psun_G000000949"
"ENSMUSG00000033855","Psun_G000000955"
"ENSMUSG00000034998","Psun_G000000952"
"ENSMUSG00000024107","Psun_G000000956"
"ENSMUSG00000024109","Psun_G000000960"
"ENSMUSG00000024248","Psun_G000000908"
"ENSMUSG00000034709","Psun_G000000953"
"ENSMUSG00000067288","Psun_G000000967"
"ENSMUSG00000002289","Psun_G000000969"
"ENSMUSG00000002308","Psun_G000000964"
"ENSMUSG00000041881","Psun_G000000965"
"ENSMUSG00000042099","Psun_G000000968"
"ENSMUSG00000077450","Psun_G000000971"
"ENSMUSG00000079557","Psun_G000000973"
"ENSMUSG00000032937","Psun_G000000957"
"ENSMUSG00000004730","Psun_G000000988"
"ENSMUSG00000092411","Psun_G000000984"
"ENSMUSG00000074164","Psun_G000000985"
"ENSMUSG00000024209","Psun_G000001014"
"ENSMUSG00000024207","Psun_G000001015"
"ENSMUSG00000024206","Psun_G000001019"
"ENSMUSG00000002658","Psun_G000001007"
"ENSMUSG00000045019","Psun_G000001010"
"ENSMUSG00000024212","Psun_G000001011"
"ENSMUSG00000002661","Psun_G000001008"
"ENSMUSG00000002660","Psun_G000001009"
"ENSMUSG00000020547","Psun_G000000866"
"ENSMUSG00000020577","Psun_G000000867"
"ENSMUSG00000019256","Psun_G000000870"
"ENSMUSG00000032739","Psun_G000000975"
"ENSMUSG00000092412","Psun_G000000976"
"ENSMUSG00000024299","Psun_G000000978"
"ENSMUSG00000039481","Psun_G000001022"
"ENSMUSG00000054723","Psun_G000001024"
"ENSMUSG00000002372","Psun_G000001025"
"ENSMUSG00000069565","Psun_G000001185"
"ENSMUSG00000007603","Psun_G000001020"
"ENSMUSG00000062939","Psun_G000001021"
"ENSMUSG00000002379","Psun_G000001023"
"ENSMUSG00000062591","Psun_G000000998"
"ENSMUSG00000002668","Psun_G000001000"
"ENSMUSG00000046329","Psun_G000001002"
"ENSMUSG00000011486","Psun_G000001003"
"ENSMUSG00000007670","Psun_G000001004"
"ENSMUSG00000035678","Psun_G000000997"
"ENSMUSG00000044279","Psun_G000001001"
"ENSMUSG00000005370","Psun_G000000950"
"ENSMUSG00000005371","Psun_G000000951"
"ENSMUSG00000042625","Psun_G000001034"
"ENSMUSG00000093812","Psun_G000001041"
"ENSMUSG00000013236","Psun_G000001043"
"ENSMUSG00000011589","Psun_G000001075"
"ENSMUSG00000039154","Psun_G000001077"
"ENSMUSG00000003208","Psun_G000001078"
"ENSMUSG00000003206","Psun_G000001079"
"ENSMUSG00000041168","Psun_G000001030"
"ENSMUSG00000049760","Psun_G000001032"
"ENSMUSG00000040828","Psun_G000001029"
"ENSMUSG00000057863","Psun_G000001031"
"ENSMUSG00000071054","Psun_G000001033"
"ENSMUSG00000067430","Psun_G000001083"
"ENSMUSG00000001229","Psun_G000001055"
"ENSMUSG00000044469","Psun_G000001057"
"ENSMUSG00000001227","Psun_G000001063"
"ENSMUSG00000037095","Psun_G000001060"
"ENSMUSG00000011305","Psun_G000001061"
"ENSMUSG00000118457","Psun_G000000992"
"ENSMUSG00000005823","Psun_G000000994"
"ENSMUSG00000024164","Psun_G000000995"
"ENSMUSG00000005824","Psun_G000000996"
"ENSMUSG00000034116","Psun_G000000991"
"ENSMUSG00000019487","Psun_G000000993"
"ENSMUSG00000073380","Psun_G000001053"
"ENSMUSG00000024197","Psun_G000001054"
"ENSMUSG00000024201","Psun_G000001048"
"ENSMUSG00000005355","Psun_G000001114"
"ENSMUSG00000109776","Psun_G000001115"
"ENSMUSG00000033966","Psun_G000000898"
"ENSMUSG00000093884","Psun_G000001086"
"ENSMUSG00000073424","Psun_G000001087"
"ENSMUSG00000019578","Psun_G000001067"
"ENSMUSG00000003200","Psun_G000001073"
"ENSMUSG00000038781","Psun_G000001074"
"ENSMUSG00000002833","Psun_G000001066"
"ENSMUSG00000002835","Psun_G000001069"
"ENSMUSG00000002831","Psun_G000001065"
"ENSMUSG00000052151","Psun_G000001121"
"ENSMUSG00000070621","Psun_G000001119"
"ENSMUSG00000079563","Psun_G000001096"
"ENSMUSG00000052142","Psun_G000001097"
"ENSMUSG00000024050","Psun_G000001099"
"ENSMUSG00000024292","Psun_G000001085"
"ENSMUSG00000053600","Psun_G000001084"
"ENSMUSG00000042570","Psun_G000001123"
"ENSMUSG00000020317","Psun_G000001126"
"ENSMUSG00000024002","Psun_G000001105"
"ENSMUSG00000037577","Psun_G000001107"
"ENSMUSG00000005357","Psun_G000001116"
"ENSMUSG00000060301","Psun_G000001117"
"ENSMUSG00000091586","Psun_G000001093"
"ENSMUSG00000090700","Psun_G000001089"
"ENSMUSG00000062464","Psun_G000001090"
"ENSMUSG00000048440","Psun_G000001091"
"ENSMUSG00000061126","Psun_G000001095"
"ENSMUSG00000020310","Psun_G000001132"
"ENSMUSG00000020308","Psun_G000001133"
"ENSMUSG00000020307","Psun_G000001134"
"ENSMUSG00000054206","Psun_G000001135"
"ENSMUSG00000023175","Psun_G000001136"
"ENSMUSG00000045912","Psun_G000001127"
"ENSMUSG00000020312","Psun_G000001128"
"ENSMUSG00000035963","Psun_G000001131"
"ENSMUSG00000020331","Psun_G000001137"
"ENSMUSG00000035890","Psun_G000001140"
"ENSMUSG00000020325","Psun_G000001143"
"ENSMUSG00000035863","Psun_G000001145"
"ENSMUSG00000020329","Psun_G000001138"
"ENSMUSG00000020323","Psun_G000001144"
"ENSMUSG00000002625","Psun_G000001101"
"ENSMUSG00000024045","Psun_G000001103"
"ENSMUSG00000006498","Psun_G000001148"
"ENSMUSG00000020125","Psun_G000001149"
"ENSMUSG00000061780","Psun_G000001150"
"ENSMUSG00000013833","Psun_G000001151"
"ENSMUSG00000035781","Psun_G000001153"
"ENSMUSG00000020156","Psun_G000001182"
"ENSMUSG00000020153","Psun_G000001183"
"ENSMUSG00000020150","Psun_G000001184"
"ENSMUSG00000047417","Psun_G000001208"
"ENSMUSG00000035397","Psun_G000001209"
"ENSMUSG00000003346","Psun_G000001210"
"ENSMUSG00000098097","Psun_G000000981"
"ENSMUSG00000024174","Psun_G000000980"
"ENSMUSG00000020167","Psun_G000001200"
"ENSMUSG00000003341","Psun_G000001201"
"ENSMUSG00000003068","Psun_G000001173"
"ENSMUSG00000003072","Psun_G000001175"
"ENSMUSG00000035621","Psun_G000001176"
"ENSMUSG00000045193","Psun_G000001178"
"ENSMUSG00000035595","Psun_G000001179"
"ENSMUSG00000003070","Psun_G000001180"
"ENSMUSG00000035673","Psun_G000001171"
"ENSMUSG00000035640","Psun_G000001174"
"ENSMUSG00000063457","Psun_G000001186"
"ENSMUSG00000020135","Psun_G000001187"
"ENSMUSG00000020131","Psun_G000001190"
"ENSMUSG00000035486","Psun_G000001193"
"ENSMUSG00000043822","Psun_G000001192"
"ENSMUSG00000048696","Psun_G000001195"
"ENSMUSG00000035478","Psun_G000001197"
"ENSMUSG00000020163","Psun_G000001198"
"ENSMUSG00000035206","Psun_G000001236"
"ENSMUSG00000059406","Psun_G000001237"
"ENSMUSG00000035215","Psun_G000001233"
"ENSMUSG00000020219","Psun_G000001238"
"ENSMUSG00000062075","Psun_G000001239"
"ENSMUSG00000048240","Psun_G000001242"
"ENSMUSG00000054708","Psun_G000001312"
"ENSMUSG00000038146","Psun_G000001108"
"ENSMUSG00000107822","Psun_G000001110"
"ENSMUSG00000032763","Psun_G000001112"
"ENSMUSG00000032714","Psun_G000001113"
"ENSMUSG00000061589","Psun_G000001224"
"ENSMUSG00000035278","Psun_G000001226"
"ENSMUSG00000020211","Psun_G000001229"
"ENSMUSG00000035242","Psun_G000001232"
"ENSMUSG00000035262","Psun_G000001230"
"ENSMUSG00000112481","Psun_G000001231"
"ENSMUSG00000016283","Psun_G000001327"
"ENSMUSG00000036315","Psun_G000001330"
"ENSMUSG00000036398","Psun_G000001331"
"ENSMUSG00000056116","Psun_G000001325"
"ENSMUSG00000067235","Psun_G000001344"
"ENSMUSG00000092265","Psun_G000001342"
"ENSMUSG00000092290","Psun_G000001345"
"ENSMUSG00000073406","Psun_G000001340"
"ENSMUSG00000035370","Psun_G000001211"
"ENSMUSG00000003345","Psun_G000001213"
"ENSMUSG00000055862","Psun_G000001218"
"ENSMUSG00000003344","Psun_G000001216"
"ENSMUSG00000020190","Psun_G000001217"
"ENSMUSG00000020198","Psun_G000001222"
"ENSMUSG00000020235","Psun_G000001281"
"ENSMUSG00000113262","Psun_G000001282"
"ENSMUSG00000084849","Psun_G000001291"
"ENSMUSG00000117981","Psun_G000001285"
"ENSMUSG00000004929","Psun_G000001246"
"ENSMUSG00000035027","Psun_G000001248"
"ENSMUSG00000004934","Psun_G000001256"
"ENSMUSG00000046822","Psun_G000001244"
"ENSMUSG00000004937","Psun_G000001245"
"ENSMUSG00000035041","Psun_G000001247"
"ENSMUSG00000073399","Psun_G000001335"
"ENSMUSG00000050747","Psun_G000001337"
"ENSMUSG00000058063","Psun_G000001334"
"ENSMUSG00000024457","Psun_G000001338"
"ENSMUSG00000003534","Psun_G000001381"
"ENSMUSG00000048231","Psun_G000001346"
"ENSMUSG00000045409","Psun_G000001348"
"ENSMUSG00000024446","Psun_G000001350"
"ENSMUSG00000055413","Psun_G000001351"
"ENSMUSG00000091705","Psun_G000001352"
"ENSMUSG00000001524","Psun_G000001383"
"ENSMUSG00000038838","Psun_G000001385"
"ENSMUSG00000039518","Psun_G000001388"
"ENSMUSG00000090509","Psun_G000001386"
"ENSMUSG00000034792","Psun_G000001299"
"ENSMUSG00000054452","Psun_G000001303"
"ENSMUSG00000034771","Psun_G000001304"
"ENSMUSG00000087614","Psun_G000001307"
"ENSMUSG00000034818","Psun_G000001293"
"ENSMUSG00000020238","Psun_G000001295"
"ENSMUSG00000044199","Psun_G000001296"
"ENSMUSG00000043913","Psun_G000003755"
"ENSMUSG00000034781","Psun_G000001301"
"ENSMUSG00000004931","Psun_G000001268"
"ENSMUSG00000034902","Psun_G000001272"
"ENSMUSG00000034889","Psun_G000001273"
"ENSMUSG00000034872","Psun_G000001276"
"ENSMUSG00000034854","Psun_G000001278"
"ENSMUSG00000034917","Psun_G000001270"
"ENSMUSG00000020232","Psun_G000001277"
"ENSMUSG00000050410","Psun_G000001393"
"ENSMUSG00000073411","Psun_G000001396"
"ENSMUSG00000024409","Psun_G000001390"
"ENSMUSG00000040312","Psun_G000001391"
"ENSMUSG00000024406","Psun_G000001394"
"ENSMUSG00000024403","Psun_G000001402"
"ENSMUSG00000042419","Psun_G000001403"
"ENSMUSG00000024402","Psun_G000001404"
"ENSMUSG00000024401","Psun_G000001406"
"ENSMUSG00000024397","Psun_G000001408"
"ENSMUSG00000019432","Psun_G000001400"
"ENSMUSG00000024399","Psun_G000001407"
"ENSMUSG00000024459","Psun_G000001321"
"ENSMUSG00000095377","Psun_G000001315"
"ENSMUSG00000024462","Psun_G000001318"
"ENSMUSG00000092243","Psun_G000001322"
"ENSMUSG00000034994","Psun_G000001257"
"ENSMUSG00000034974","Psun_G000001258"
"ENSMUSG00000034949","Psun_G000001262"
"ENSMUSG00000004933","Psun_G000001264"
"ENSMUSG00000004939","Psun_G000001260"
"ENSMUSG00000034932","Psun_G000001265"
"ENSMUSG00000036594","Psun_G000001475"
"ENSMUSG00000067341","Psun_G000001474"
"ENSMUSG00000073421","Psun_G000001476"
"ENSMUSG00000036322","Psun_G000001473"
"ENSMUSG00000039903","Psun_G000002872"
"ENSMUSG00000062638","Psun_G000001470"
"ENSMUSG00000024340","Psun_G000001472"
"ENSMUSG00000024393","Psun_G000001410"
"ENSMUSG00000024391","Psun_G000001413"
"ENSMUSG00000024387","Psun_G000001417"
"ENSMUSG00000034923","Psun_G000001422"
"ENSMUSG00000073413","Psun_G000001424"
"ENSMUSG00000073414","Psun_G000001426"
"ENSMUSG00000024392","Psun_G000001412"
"ENSMUSG00000043311","Psun_G000001415"
"ENSMUSG00000092241","Psun_G000001416"
"ENSMUSG00000007036","Psun_G000001421"
"ENSMUSG00000013766","Psun_G000001423"
"ENSMUSG00000043807","Psun_G000001419"
"ENSMUSG00000092511","Psun_G000001441"
"ENSMUSG00000007034","Psun_G000001438"
"ENSMUSG00000013787","Psun_G000001439"
"ENSMUSG00000024369","Psun_G000001442"
"ENSMUSG00000040482","Psun_G000001444"
"ENSMUSG00000067212","Psun_G000001353"
"ENSMUSG00000079491","Psun_G000001357"
"ENSMUSG00000073405","Psun_G000001358"
"ENSMUSG00000053835","Psun_G000001359"
"ENSMUSG00000038500","Psun_G000001360"
"ENSMUSG00000038762","Psun_G000001362"
"ENSMUSG00000039220","Psun_G000001365"
"ENSMUSG00000035773","Psun_G000001154"
"ENSMUSG00000019564","Psun_G000001155"
"ENSMUSG00000035754","Psun_G000001159"
"ENSMUSG00000013858","Psun_G000001161"
"ENSMUSG00000004665","Psun_G000001163"
"ENSMUSG00000035722","Psun_G000001165"
"ENSMUSG00000075706","Psun_G000001170"
"ENSMUSG00000004667","Psun_G000001169"
"ENSMUSG00000024330","Psun_G000001499"
"ENSMUSG00000024327","Psun_G000001501"
"ENSMUSG00000092595","Psun_G000001502"
"ENSMUSG00000024325","Psun_G000001503"
"ENSMUSG00000024334","Psun_G000001493"
"ENSMUSG00000039656","Psun_G000001500"
"ENSMUSG00000024213","Psun_G000001543"
"ENSMUSG00000052146","Psun_G000001544"
"ENSMUSG00000024208","Psun_G000001531"
"ENSMUSG00000024210","Psun_G000001534"
"ENSMUSG00000044857","Psun_G000001537"
"ENSMUSG00000042644","Psun_G000001526"
"ENSMUSG00000024339","Psun_G000001478"
"ENSMUSG00000037321","Psun_G000001479"
"ENSMUSG00000096727","Psun_G000001482"
"ENSMUSG00000037649","Psun_G000001486"
"ENSMUSG00000024335","Psun_G000001491"
"ENSMUSG00000079547","Psun_G000001483"
"ENSMUSG00000046711","Psun_G000001540"
"ENSMUSG00000063239","Psun_G000001538"
"ENSMUSG00000116884","Psun_G000001542"
"ENSMUSG00000024436","Psun_G000001367"
"ENSMUSG00000084998","Psun_G000001368"
"ENSMUSG00000050705","Psun_G000001369"
"ENSMUSG00000001525","Psun_G000001377"
"ENSMUSG00000024422","Psun_G000001370"
"ENSMUSG00000034595","Psun_G000001373"
"ENSMUSG00000059791","Psun_G000001374"
"ENSMUSG00000061607","Psun_G000001376"
"ENSMUSG00000059714","Psun_G000001378"
"ENSMUSG00000003541","Psun_G000001380"
"ENSMUSG00000040276","Psun_G000001545"
"ENSMUSG00000024215","Psun_G000001547"
"ENSMUSG00000056692","Psun_G000001548"
"ENSMUSG00000079553","Psun_G000001512"
"ENSMUSG00000024193","Psun_G000001513"
"ENSMUSG00000024194","Psun_G000001515"
"ENSMUSG00000067629","Psun_G000001517"
"ENSMUSG00000079605","Psun_G000001521"
"ENSMUSG00000024223","Psun_G000001577"
"ENSMUSG00000062252","Psun_G000001579"
"ENSMUSG00000024225","Psun_G000001578"
"ENSMUSG00000002249","Psun_G000001573"
"ENSMUSG00000037446","Psun_G000001574"
"ENSMUSG00000024222","Psun_G000001575"
"ENSMUSG00000007035","Psun_G000001430"
"ENSMUSG00000036185","Psun_G000001432"
"ENSMUSG00000092586","Psun_G000001425"
"ENSMUSG00000007039","Psun_G000001428"
"ENSMUSG00000007041","Psun_G000001429"
"ENSMUSG00000007029","Psun_G000001433"
"ENSMUSG00000007050","Psun_G000001434"
"ENSMUSG00000092609","Psun_G000001435"
"ENSMUSG00000007038","Psun_G000001436"
"ENSMUSG00000002250","Psun_G000001566"
"ENSMUSG00000007570","Psun_G000001570"
"ENSMUSG00000037805","Psun_G000001571"
"ENSMUSG00000048731","Psun_G000001523"
"ENSMUSG00000057789","Psun_G000001522"
"ENSMUSG00000104169","Psun_G000001557"
"ENSMUSG00000069117","Psun_G000001505"
"ENSMUSG00000024309","Psun_G000001507"
"ENSMUSG00000024319","Psun_G000001504"
"ENSMUSG00000024312","Psun_G000001506"
"ENSMUSG00000041354","Psun_G000001508"
"ENSMUSG00000051390","Psun_G000001509"
"ENSMUSG00000002307","Psun_G000001510"
"ENSMUSG00000024014","Psun_G000001611"
"ENSMUSG00000091614","Psun_G000001612"
"ENSMUSG00000053436","Psun_G000001583"
"ENSMUSG00000024217","Psun_G000001549"
"ENSMUSG00000039512","Psun_G000001550"
"ENSMUSG00000024218","Psun_G000001552"
"ENSMUSG00000023067","Psun_G000001595"
"ENSMUSG00000064147","Psun_G000001599"
"ENSMUSG00000024008","Psun_G000001603"
"ENSMUSG00000038677","Psun_G000001558"
"ENSMUSG00000002257","Psun_G000001564"
"ENSMUSG00000043557","Psun_G000001619"
"ENSMUSG00000004864","Psun_G000001585"
"ENSMUSG00000063952","Psun_G000001587"
"ENSMUSG00000043286","Psun_G000001589"
"ENSMUSG00000062202","Psun_G000001623"
"ENSMUSG00000052712","Psun_G000001604"
"ENSMUSG00000024012","Psun_G000001606"
"ENSMUSG00000024011","Psun_G000001608"
"ENSMUSG00000024030","Psun_G000001637"
"ENSMUSG00000024034","Psun_G000001642"
"ENSMUSG00000024032","Psun_G000001641"
"ENSMUSG00000024028","Psun_G000001640"
"ENSMUSG00000054134","Psun_G000001636"
"ENSMUSG00000005936","Psun_G000001591"
"ENSMUSG00000048905","Psun_G000001590"
"ENSMUSG00000024006","Psun_G000001593"
"ENSMUSG00000036196","Psun_G000001582"
"ENSMUSG00000118341","Psun_G000001624"
"ENSMUSG00000024026","Psun_G000001626"
"ENSMUSG00000117987","Psun_G000001659"
"ENSMUSG00000042345","Psun_G000001644"
"ENSMUSG00000024033","Psun_G000001646"
"ENSMUSG00000040356","Psun_G000001443"
"ENSMUSG00000061207","Psun_G000001445"
"ENSMUSG00000073418","Psun_G000001447"
"ENSMUSG00000024365","Psun_G000001448"
"ENSMUSG00000033327","Psun_G000001449"
"ENSMUSG00000015461","Psun_G000001451"
"ENSMUSG00000033739","Psun_G000001452"
"ENSMUSG00000015476","Psun_G000001453"
"ENSMUSG00000024042","Psun_G000001660"
"ENSMUSG00000061032","Psun_G000001669"
"ENSMUSG00000015474","Psun_G000001455"
"ENSMUSG00000034254","Psun_G000001456"
"ENSMUSG00000034673","Psun_G000001461"
"ENSMUSG00000092618","Psun_G000001465"
"ENSMUSG00000015452","Psun_G000001462"
"ENSMUSG00000015468","Psun_G000001464"
"ENSMUSG00000099329","Psun_G000001613"
"ENSMUSG00000098374","Psun_G000001614"
"ENSMUSG00000024019","Psun_G000001617"
"ENSMUSG00000024018","Psun_G000001618"
"ENSMUSG00000069581","Psun_G000001694"
"ENSMUSG00000009293","Psun_G000001697"
"ENSMUSG00000112241","Psun_G000001698"
"ENSMUSG00000009291","Psun_G000001699"
"ENSMUSG00000041119","Psun_G000001649"
"ENSMUSG00000024038","Psun_G000001652"
"ENSMUSG00000024037","Psun_G000001651"
"ENSMUSG00000107014","Psun_G000001647"
"ENSMUSG00000001436","Psun_G000001707"
"ENSMUSG00000000731","Psun_G000001678"
"ENSMUSG00000020277","Psun_G000001679"
"ENSMUSG00000000732","Psun_G000001677"
"ENSMUSG00000020284","Psun_G000001682"
"ENSMUSG00000058392","Psun_G000001666"
"ENSMUSG00000032788","Psun_G000001667"
"ENSMUSG00000002076","Psun_G000001664"
"ENSMUSG00000005054","Psun_G000001668"
"ENSMUSG00000009292","Psun_G000001684"
"ENSMUSG00000051652","Psun_G000001690"
"ENSMUSG00000001435","Psun_G000001705"
"ENSMUSG00000020262","Psun_G000001703"
"ENSMUSG00000020260","Psun_G000001704"
"ENSMUSG00000001119","Psun_G000001712"
"ENSMUSG00000006705","Psun_G000001653"
"ENSMUSG00000024039","Psun_G000001657"
"ENSMUSG00000061613","Psun_G000001658"
"ENSMUSG00000032977","Psun_G000001701"
"ENSMUSG00000000290","Psun_G000001700"
"ENSMUSG00000020241","Psun_G000001714"
"ENSMUSG00000075703","Psun_G000003042"
"ENSMUSG00000092360","Psun_G000001757"
"ENSMUSG00000033307","Psun_G000001753"
"ENSMUSG00000009093","Psun_G000001754"
"ENSMUSG00000001665","Psun_G000001758"
"ENSMUSG00000020196","Psun_G000001761"
"ENSMUSG00000006342","Psun_G000001764"
"ENSMUSG00000033416","Psun_G000001772"
"ENSMUSG00000000903","Psun_G000001746"
"ENSMUSG00000050157","Psun_G000001747"
"ENSMUSG00000000901","Psun_G000001749"
"ENSMUSG00000000902","Psun_G000001751"
"ENSMUSG00000049764","Psun_G000001742"
"ENSMUSG00000097039","Psun_G000001744"
"ENSMUSG00000049422","Psun_G000001748"
"ENSMUSG00000009092","Psun_G000001752"
"ENSMUSG00000046807","Psun_G000001767"
"ENSMUSG00000006344","Psun_G000001765"
"ENSMUSG00000034764","Psun_G000001766"
"ENSMUSG00000009070","Psun_G000001783"
"ENSMUSG00000000374","Psun_G000001673"
